review,rating
OkREAD MORE,5
"These headset are good in this budget. Bluetooth connectivity was low if I put hand on right side speaker its voice breaked, when I am doing excercise it was slipping from my ears and the second is the rotation of headset where boat was written It was tight when I wear it first but after some time it was good.READ MORE",4
This product is really amazing- Its sound quality is good🤩🤩- Bass is also good 😍😍- build quality is good👌👌-I like personally its sound quality and design🤩🤩🤩🤩READ MORE,4
Excellent productREAD MORE,5
Delivery 1 day late but I'm very very happy because product is superb 👌👌🕺🕺🕺READ MORE,5
Awesome sound. Good qualityREAD MORE,5
Nice productsREAD MORE,3
Average qualityREAD MORE,4
Worst speakerREAD MORE,1
Super qlty supr prodectREAD MORE,4
gud for moneyREAD MORE,4
Awesome awesome awesome 😎READ MORE,5
Ear gets packed at high soundREAD MORE,3
NiceREAD MORE,5
Ultimate earphones nice earphones in correct cost 👍👍👍👌👌READ MORE,5
Worst headphones everREAD MORE,1
Very goodREAD MORE,1
"This item is  very good , but the belt is titeREAD MORE",5
I love this Tq flip kart but delivery is so late..But no problem .....READ MORE,5
Very goodREAD MORE,5
Mind blowingREAD MORE,4
awesome soundREAD MORE,5
NiceREAD MORE,5
excellent sound quality along with confortable in wearingREAD MORE,5
very nice productREAD MORE,5
Super worth for moneyREAD MORE,5
"Okay to use for music. But not good for audio calls, as it has very poor noise cancellation. It absorbs almost every single sound from the surrounding.READ MORE",3
Build and design is awesome but sound quality is average.Bass is good but it vibrant when High base sound are played. If u are bass lover then go for any other inear headphones They are best for baseREAD MORE,3
It's a good bluetooth headset...READ MORE,5
The best purchase everREAD MORE,5
Started breaking.... it's plastic is of very cheap qualityREAD MORE,1
"1 star becoz most of the time when someone call me they complain me about too much background noise from my side, but once I disconnect headset they can hear me loud & clear..... May be defective piece..... Now I need to visit boat gallery for this issueREAD MORE",1
Really niceREAD MORE,4
Ear cushions need to be improved and need to be smoothen ear cushionsREAD MORE,3
Simply best at Rs-1099 Sound good and comfortable to fit.READ MORE,5
It's a very nice productREAD MORE,5
very Good for music lover not for callingREAD MORE,5
Headset is really amazing got it at 1049rs at big billion days..... everything is tooo amazing its sound and everything just its charger is not charging after 2days using phone charger to charge it but other things are really danm great.READ MORE,4
Class ProductREAD MORE,5
Very good productREAD MORE,5
This is amazing productBass is very goodSound quality was also goodBattery is powerfullBut bluetooth not useable in movies and gaming watching sounds is not perfect only music Wire connect also perfect Thanks FlipkartREAD MORE,5
OpREAD MORE,5
Wonderful product...READ MORE,5
"The fitting is poor and can't be used for long hours( Max 1h) and distortion noise, though minimum,  still present when it's running. Don't expect Crystal clear sound quality,  because it's far from it. But, its a good product for the money you are spending.READ MORE",3
"Nice sound ,good quality productREAD MORE",4
SO NICE PRODUCT THANK U FLIPKART FOR THIS IT IS SOUND IS VERY GOOD AND DELEVERY IS BEST 🥰🥰😘😘😘READ MORE,5
Mike problemREAD MORE,3
The bass is mind blowing 🔥🔥🔥READ MORE,5
Must buy... Nice quality... Before time... Perfect..READ MORE,5
The bass is mind blowing 🔥🔥🔥READ MORE,5
Must buy... Nice quality... Before time... Perfect..READ MORE,5
GoodREAD MORE,5
ExcellentREAD MORE,5
Super 💞💞💞💞READ MORE,5
NiceREAD MORE,4
Nice sound......and basssssREAD MORE,5
Good for usingREAD MORE,3
Not satisfiedREAD MORE,1
Good productREAD MORE,5
It was nice product...READ MORE,5
"Head Band Not  Good Break  Top band with in 15 Days , Mic Not Working ProperlyREAD MORE",2
Awsome product 🔥🔥👍👍👌👌READ MORE,4
Excellent 👍READ MORE,5
Don't buy this headphone.READ MORE,2
Very nice 👍 productREAD MORE,5
This product seems to be defective. In between the call create noise disturbance and disconnected from the bluetooth connection. Bad device not happyREAD MORE,1
It's awesome..Mindblowing purshase...Delivery was so fast...nd also the delivery boy was so polite...READ MORE,5
Nice headphone...but doesn't support on call smoothlyREAD MORE,5
Product is good in this price but you will be not able to use it for more than 1 hour it is good for short term use if your going to use this for 2 to 3 hours continuously you will get a severe pain on the jaw surface and outer surface of our ear.Also many time you will feel a cracking sound will you connect and disconnect.READ MORE,4
Audio clarity is really badREAD MORE,1
Good productREAD MORE,5
Worst product not recommendable unnecessary noises come which irritate a lotREAD MORE,1
my ears got hurting after 5 to 10 min of use. it is not that comfortable but sound quality is nice.READ MORE,3
Sounds quality not good enoughREAD MORE,3
Mic pickup in voise call is drastically lowREAD MORE,2
Good productREAD MORE,5
Very best qualityREAD MORE,5
Good productREAD MORE,4
Good one in that priceREAD MORE,5
Value for moneyREAD MORE,4
Very stylishREAD MORE,4
Really osummI loved ittttt ❤️🤗🤗🤗READ MORE,5
That is fabulous!!😘😘READ MORE,4
Very good product and good delivery alsoREAD MORE,5
Very nice product in this worth.READ MORE,5
"Better and best at this price range.No second thought, one can go buy this boat product.Nice headset, but give sufficient break while using product.. If don't it will cause a problem on ear drum.Thanks to flip kart.. As always the best  seller and deliver on time.READ MORE",4
Best ever I gotREAD MORE,5
Perfect for meREAD MORE,4
This product is fine. Sound quality is good but design is not good enough.READ MORE,5
Perfect for meREAD MORE,4
This product is fine. Sound quality is good but design is not good enough.READ MORE,5
Very good productREAD MORE,5
Awesome headphone....🎧READ MORE,5
NiceREAD MORE,5
Very very good 👌👌READ MORE,5
goodREAD MORE,5
"Only 4 months since purchased, both the wire and Bluetooth are not working properly.READ MORE",1
Good productREAD MORE,4
Awesome product with comfortable budjet for all youngsters must try this productREAD MORE,5
Supper bass Love  u boAtREAD MORE,5
Quite good but rockerz 450 is betterREAD MORE,4
Very Nice Sound Quality Is Very Good Product.READ MORE,5
The sound quality is just awesome ... And the slick design just made it more eye catching ... The headphone is quiet flexible ... Overall a very good product .... I have rated it 4 star as the delivery is 2 days late .. 😅😋READ MORE,4
"Every thing is best in this headphone even i charged it once in 4 to 5 days with 3 to 4 hours usage daily.But the bad thing is that it stated laging in 7 to 8 meter in outdoor and 3 to 4 metre in indoors and talking on phone with this is also not good . Only these two things i don't like in this headphone but the bass, sound and battery backup is best and it is very comfortableREAD MORE",4
Good productREAD MORE,4
Good to buy in offer time onlyREAD MORE,4
Really really much better than i even expected. Loved this product .READ MORE,5
Very good headphones I would recommend  anyone buying budget headphones under 1000rs in sale.READ MORE,5
Nice must buyREAD MORE,5
This is a very nice hradphones. But when we connect with bluetooth the sound is getting cut.READ MORE,4
Excellent and super at this priceREAD MORE,5
Very good quality...bass is awesome..and build quality  alsoREAD MORE,5
The battery backup of this product is superb and songs can be heard perfectly and the metal strips can be be broken but it's flexible and cannot be broken until you do it wantedily but this headphones are perfect for hearing songs and watching movies only but not for online classes and call talking because the voice while hearing is not so loud and this headphones has double loudness power than your device power.READ MORE,5
SuperREAD MORE,5
Not good for callingREAD MORE,2
very good bass qualityREAD MORE,5
Good bluetooth headphone.The bass quality is normal.Check equaliser options for better outputREAD MORE,5
Super... Awesome Ameazing..😍😍😍😍😍READ MORE,5
Good for thissREAD MORE,5
Sound cancellation is amazing Quality is good .i have no problem with this .im totally satisfied with this productREAD MORE,5
Outstanding superbREAD MORE,5
good in 899rs very good product top quality soundREAD MORE,5
Great... Loved itREAD MORE,5
All good but the build quality is very chipREAD MORE,1
Cool oneREAD MORE,4
Nice product BossREAD MORE,5
Very good sound quality and quite comfortable.READ MORE,5
Super sound qualityREAD MORE,5
Dashing am happyREAD MORE,5
Super sound qualityREAD MORE,5
Dashing am happyREAD MORE,5
Reviewing after 1 month....Bass: not painful if used longtermBuildquality:bestConectivity:betterREAD MORE,5
Good quality headphoneREAD MORE,4
Thank you Flipkart!!!Offering boat's headphone  in good and affordable price.Good product.READ MORE,5
Nice qualityREAD MORE,4
Extreamly uncomfortable. You will have constant headache and health issues if you wear this. Do not buy this product. specially the green one. They do not take return request as well. I am struggling now.READ MORE,1
"I'm writing the review after using it for an year (pictures too). Cons: 1. Tight on ears, special for those who wear glasses. Causes a little discomfort if used for an hour or half. Pros: 1. Sound quality is good, it's still the same as I bought it.2. Build quality is good too, nothing changed in an year. To sum up, go for it if comfort isn't the priority. And eyeglass wearers, Please Don't!!!READ MORE",4
AverageREAD MORE,5
"I was thinking wether this product will be good or not by its design 😜 but when I bought it one month ago I am really satisfied with the same bass and sound quality is best also you will love it's light weight it gives you 8 hrs battery and it's ok for me , moreover you will love it's clothing its soft and it will long last then synthetic and don't get hot easilyREAD MORE",5
I am very satisfied with this productREAD MORE,5
It is very nice. I Sound is really awesome.READ MORE,5
"Writing review after 2 weeks of use...      Believe me..its totally worth the money.. The design is good.... Good battery backup... Nice bass and sound quality....    The only negative part is that its a little tight on my head, despite me having an average sized head...the pain will lessen by time to time.. Maybe am getting used to it or idk wat.😅   also...while calling, the person at the other end says there is a difference in my sound.... Also... I expected the ear cup to be a little ...READ MORE",5
Best headphoneREAD MORE,5
Very poor quality. U can't talk by this headset because voice doesn't come clearly.READ MORE,1
Very nice boat prodectREAD MORE,5
It is amazing. In first 2-3 days u will feel pain on ears but than u will setREAD MORE,5
"Nice sound quality, Beautiful lookREAD MORE",5
Best productREAD MORE,5
"Non adjustable, hard and too much pressure on ear, bass is not as describedREAD MORE",1
𝓝𝓲𝓬𝓮READ MORE,5
Waste product not proper voice in callsREAD MORE,1
Nyc souch and very comfortable battery backup is so goodREAD MORE,5
It's good for short tym but for longer tym not suitable pain in earsREAD MORE,3
Boat rockerz 400 is best choice for star maker. Packing is very good And delivery is also save and good.thank you flipcart. 😍😍😍😍😍😍😍🥰🥰🥰🥰🥰😘😘😘😘😘READ MORE,5
Just okREAD MORE,3
Nice headphones 👌👌👌👌👌👌👌READ MORE,5
Excellent product 👌👌👌READ MORE,5
it is very good prodact and sound and bass is very niceREAD MORE,5
It's the best of the segment You should go for it Nothing best than this Go for it 👌👌READ MORE,5
Sounds is awsome Design is stylishREAD MORE,4
GoodREAD MORE,3
Bass effect lowREAD MORE,2
Liked the productREAD MORE,4
Amazing bass😍... Really Love it🥰💚READ MORE,5
Nice ProductREAD MORE,5
"Overall, quality headphonesREAD MORE",5
Button was not goidREAD MORE,4
Nice productREAD MORE,4
U just need to take much care regarding it's upper layer coz this colour gets dirty soon or else the product is our of rating scale In gaming language it's called opREAD MORE,5
AmazingREAD MORE,5
It was superb sound quality and amazing bass. wonderfulI product. I like it very much.READ MORE,5
Is  stretchable banaoREAD MORE,5
Amazing Product by Boat Bass quality :- SuperbBattery lyf :- ExcellentREAD MORE,5
These are actually the best headphones just go for itREAD MORE,5
Best products 😍😍😍Thank you Flipkart 👍🏻👍🏻👍🏻READ MORE,5
"Worth at this  price , go for it 👍READ MORE",4
Just awesome!READ MORE,5
Best sound headphoneREAD MORE,5
Extremely best thank you FlipkartREAD MORE,4
I loved itREAD MORE,5
Very good BassREAD MORE,5
All function are excellent but the main comfort are not goodREAD MORE,2
"Not covering ears, holding tight hence paining after sometimesREAD MORE",3
After 80% battery is not charging.  Bad Sound Quality.READ MORE,1
Good sound effectREAD MORE,3
good product at this priceREAD MORE,5
Very best sound quality and bass 😊awesome productREAD MORE,5
It's quite goodREAD MORE,5
Nice too hear songs.. And movies...READ MORE,5
Very nice headphone even one should buy it nice sound so nice bass value for moneyREAD MORE,5
NiceREAD MORE,5
ExcellentREAD MORE,5
"Having more pressure on the ears, due to compression of the ear cups.READ MORE",3
superREAD MORE,4
"Excellent product Loving it, Good bass,Osm sounds quality and Battery backup.....!READ MORE",5
Amazing product❤️ Amazing sound quality with great bass.😎Boom-bam build quality and good service by flipkartREAD MORE,5
Nice 👍👍👍READ MORE,4
Nice product for priceREAD MORE,5
GoodREAD MORE,5
Nice product for priceREAD MORE,5
GoodREAD MORE,5
This is my second one which i bought due to the great performance of first headphone.This i bought in BBD i get it in Rs 1099.The sound quality is amazing. And bass gives realistic effect.Build quality is decent and it fits to my head easily.If you want to buy wireless headphone in this price segment i will recommend this one.Thank You Flipkart.READ MORE,5
"Microphone is not so good , except this this is awsmREAD MORE",4
It's not working with wire only working with bluetooth.READ MORE,1
niceREAD MORE,4
Excellent product.....just aswomeREAD MORE,5
very good product.READ MORE,4
Based on my personal experience.I bought this headphone on Big billion day. It's working very nice having good sound with base. Good Bluetooth connectivity up to 10 meters and also they are comfortable to wear.The only con is Built-up quality which could be improved by Boat.Highly recommended.READ MORE,5
Good ProductREAD MORE,4
OkREAD MORE,2
"Great , Wonderful,It is worth takingVery good qualityREAD MORE",5
Very Nice ProductREAD MORE,5
"Worst, please don't buy.I am writing review after use, after one month it is not working.READ MORE",1
"Battery working good,Bass also ok,But Built Quality is Not good, Becoz Its Coming with Plastic Frame,( My recommendations is take steel metal frame headset)My Headset was broken after using 8MonthsREAD MORE",4
NiceREAD MORE,5
Sound quality SuperbREAD MORE,5
Must buy ....best one i had buy@1099READ MORE,5
It's not cover all ear 😒😣 all good but only ear not coverREAD MORE,4
Good product☺☺READ MORE,5
Awesome product from boat...😍😍READ MORE,4
Everything is perfect but just a uncomfortable.READ MORE,4
Nice sound worth of money...READ MORE,5
GoodREAD MORE,4
Cusion is Not much comfortable.after 1-2 hrs ear starts painingREAD MORE,3
not comfortabledont buyREAD MORE,1
Awesome Best experience 😀😀sound bass suppREAD MORE,5
Good quality headphoneREAD MORE,5
Amazing.must buYREAD MORE,5
"I am using boat rockerz headset since 10 to 12 days,I think it is best value for money product.1) sound quality- top notch 2)bass- I think no other headset offers bass like boat 400, believe me you won't regret .3) built quality-its pretty much good,eyer cubs are soft enough,but only problem I face is, it pain at first time when you wear it 20 to 25 Minutes,but I think it won't be an issue Because you will get used to it .4) connectivity- Bluetooth connectivity is super good, distance bet...READ MORE",5
Amazing.must buYREAD MORE,5
"I am using boat rockerz headset since 10 to 12 days,I think it is best value for money product.1) sound quality- top notch 2)bass- I think no other headset offers bass like boat 400, believe me you won't regret .3) built quality-its pretty much good,eyer cubs are soft enough,but only problem I face is, it pain at first time when you wear it 20 to 25 Minutes,but I think it won't be an issue Because you will get used to it .4) connectivity- Bluetooth connectivity is super good, distance bet...READ MORE",5
Good product vip product my love productREAD MORE,5
Very heavy bass and very good headphoneREAD MORE,5
V goodREAD MORE,5
Supper productREAD MORE,5
Auwsum productREAD MORE,5
Very nice product and look GoodREAD MORE,5
Don't expect much bassREAD MORE,4
Nice at Rs 1099READ MORE,5
Superb 👍👍READ MORE,5
NiceREAD MORE,3
It really worth itREAD MORE,5
"Good product all over. I use it daily and the build quality is really good. It has leather cushions which make it more comfortable to use. The bass is amazing, and the music is loud and clear and it even looks fancy 💜❤💛. I will definitely recommend it if you are planning on buying these... Can't say a lot about battery backup as I use it rarely. But all the time I used it, it lasted at least 8 hours of continuous use.READ MORE",5
Good product but cannot ware for more timeREAD MORE,4
SuperbREAD MORE,5
Awesome n good sound qualityREAD MORE,4
Good👍👍👍READ MORE,5
Hard bass yaar love itREAD MORE,5
Really ... I love it.READ MORE,5
Awesome 👍READ MORE,5
Very niceREAD MORE,5
FANTASTIC PRODUCT  I LOVED IT....READ MORE,5
Nice oneREAD MORE,5
Product is godd but this is not comfortableREAD MORE,3
Good👍👍READ MORE,5
Average product... not long time use...Headache occursREAD MORE,3
Good product but mic is not working properly without AUX when you talk on call.READ MORE,4
SuperbREAD MORE,4
Awesome headphonesREAD MORE,4
Good productREAD MORE,5
Awesome Bluetooth...READ MORE,5
Amazing headphones at this price. Nice sound quality and good design. But it feels little bit tight and can't wear it for more than 3 hours.READ MORE,4
Awesome sound qualityREAD MORE,4
Very very nice soundREAD MORE,5
Its battery only work for 15 minREAD MORE,3
Nice product sound quality is very good👍👍READ MORE,5
Just fab!U will not get any better deal on this price range except boat rockerz 400🎧READ MORE,5
Outstanding sound boatREAD MORE,5
build quality was not that good not for contineous useREAD MORE,1
Outstanding sound boatREAD MORE,5
build quality was not that good not for contineous useREAD MORE,1
"Overall experience is good except that by playing headphone for more than half an hour,.....the ear starts paining because at ear side the foam in headphone is not soft.READ MORE",3
Awesome product .READ MORE,5
This product is amazing sound quality is excellentREAD MORE,5
Worth buyingREAD MORE,5
"Good product,but not for pubg..READ MORE",5
It's Really Good Product Of boAt ...Rocketz 400 🥰🥰Bass is very good ...N Battery Is Very Good ..🥰READ MORE,5
It's really so Good . Voice quality is awesome . I loved it 🖤READ MORE,5
Good product and bassREAD MORE,3
Nice..READ MORE,5
"The head band just not durable atall, just used for 6 months.....sound quality everything eles is good....but what's the use when it's unusable coz of breaking the head band which connects two earcups. Worst experience......it's not even included in warrenty(cuz it will come under physical damage). Not worth buying when it's not atall dureableREAD MORE",1
Mice = properly notREAD MORE,1
1.Excellent for online games like PUBG( no sound lag and latency problem found at  all after playing for 6 months)2. Sound Quality is heavenly...3. Only problem is its way more tight for big heads like mine...the band got broke after 8 months of purchase due to its tight fitting in my head...but thanks to boat they replaced my product as per warranty...though the new one is more tight😫READ MORE,5
GoodREAD MORE,4
SuperREAD MORE,5
This is perfect head phoneREAD MORE,5
Nice productREAD MORE,5
Excellent i loved it ful paisa vasol product  💯💯👌💯💯💯READ MORE,5
Nice product must buy 😍READ MORE,5
amazingREAD MORE,5
Best productREAD MORE,5
Good but when you pen mic on pubg and free fire the sound not come properlyREAD MORE,4
"I like This Product Sounds Quality and Bass Are Good , But The Issue Is It pains So Much, I have to remove this time to time to rest my ears.READ MORE",4
Very good product it's a facility we can using without charging is very goodREAD MORE,5
Value for moneyREAD MORE,5
GoodREAD MORE,4
Simple But High Performance.....Love It..❤️❤️❤️❤️❤️❤️❤️❤️🎻🎻🕺🕺READ MORE,5
It's awsome Best quality on this priceREAD MORE,5
Product is too good ....But not looking premium ..All body is plastic but. But very good...I just love it. And battery backup is unexplainable.. wowow just wowREAD MORE,5
Nice products but ear are paining after 2-3 hours. Build quality is goodREAD MORE,4
Good sound quality awesome productREAD MORE,4
♥️♥️❤️love this product very awesome If u are specially looking for a superb bass Then this is product iss very good Battery backup is also very good 👍READ MORE,5
Nice productREAD MORE,5
"Awesome products,READ MORE",5
Very nice 👌 productREAD MORE,5
GoodREAD MORE,5
NiceREAD MORE,5
GoodREAD MORE,4
Awesome product...READ MORE,5
GoodREAD MORE,4
Awesome product...READ MORE,5
everything is okay except the fitting...can't use more the 10 min ...very tight on head..n produce unbearable pain...do not bye it ..if ur head is big....good for childsREAD MORE,1
Its head belt broken four timesREAD MORE,2
Bass quality very good but not comfortableREAD MORE,3
Superb A1👍🤩🤩🤩Must buy🎉READ MORE,4
Everything is good but the headphones earbuds are not comfortableREAD MORE,5
"No doubt boat rockerz Bluetooth headset is very nice product specially when you need to work more upon phone/laptopNo need to charge again n again., it’s battery is long lastingREAD MORE",5
"Best bluetooth headset ever,,READ MORE",5
Good  headset But it not  covers long distanceREAD MORE,4
SuperbREAD MORE,5
SuperbREAD MORE,5
"AS EXPECTED, EXCELLENT AUDIO QUALITY, THE OVERALL  EXPERIENCE WAS ALSO TOO GOOD..!!READ MORE",5
Nice product.READ MORE,5
Nice productGood sound qualityREAD MORE,4
Nice productREAD MORE,5
Very nice 😘😘😘READ MORE,5
Awesome product Thank u flipkart for this awesome productREAD MORE,5
It okREAD MORE,3
"I love the product, value for money.READ MORE",5
Good productREAD MORE,5
"One ear of the headphone stopped working after 1week, contacted boat Customer care, they asked to register a complaint, in the complaint registration section i tried to upload the purchase invoice thousand times, each time it shows failed to upload, so ideally i lost my money and suffering with a defective product, Thanks Boat and Flipkart, very good customer service, hats off.........READ MORE",1
Over all good product 👍READ MORE,4
Cheap qualityREAD MORE,3
"•Well, starting with the design, its pretty good.•And also the bass and everything is good.•But the only thing that i didn't like is THE PAIN it causes in the ears (after just 15 mins of use).READ MORE",4
good head phones on this priceREAD MORE,5
Amezing sound quality....???READ MORE,5
This is very good in this price range i got it only rs900 in offer ...sound quality is awesome ..base is little bit slow but its okkk..There is only one main prob with this headphone and that is calling issue there is very bad experience while call sound is very bad other person can nkt hear your voice clearly...I wrote this review after more than 9month of use headphone is running very fine sound quality is awesome except calling..READ MORE,3
Mic has no good catching powerREAD MORE,3
it looks premium and sound is also good but it is so difficult and hard to hold it on your ear more than 10 mins b/c it starts causing so hard pain as you wear it.... I took it for my online classes but it does not work so well sound breaks and does not come properly to me...and also the connectivity is not so good as mentioned 10m it only works good at least 5 or 6m.....READ MORE,2
awesome headphones.....READ MORE,5
It is good in design but I ordered this in 16th Oct and reached 24 Oct.it is foldable.READ MORE,4
Not comfortableREAD MORE,3
"Base sir base  ante.....,READ MORE",5
GoodREAD MORE,5
Not comfortable to wear in the initial days......nd no return policy.....Sound quality is good....READ MORE,3
Mic is not good other than that all things are goodREAD MORE,4
"Don't go to buy this product after a month of used, it's design became down, basically head band lower layer fully damaged just after few month of usedREAD MORE",3
Nice ProductREAD MORE,5
"it's size very small   so not very long time listen song, when ear is very painREAD MORE",1
Like a normal OneDon't waste your moneyREAD MORE,2
Worst head strap after 3 months its break from the middle.READ MORE,4
"Less comfort, material is so hard and get too hard to use because of the hard earpadREAD MORE",1
Product is very good and sound or Bass also very good thanksREAD MORE,5
NiceREAD MORE,4
"Only boat can provide item like this, awesome sound, awesome bass and awesome clarity. Design is not like premium, fitting in my average size head is perfect, battery backup as mentioned, its tremendous.Can be used hour after hour, there will be no problem uncomfort in ears or in head.Loudness is as required in a ear wearing sound device. Don't go with the item with higher sound, it will cause uncomfort in ears and brain to.Thanks Boat for this awesome device.For Sound I opt Boat either i...READ MORE",5
Nice productREAD MORE,5
Earcups are very tight ache started after using 30-40min apart from it everything is goodREAD MORE,4
It is very light weight very comfortable !!! Design too good !!! Very cool at this price I LOVE IT A LOTTT !!!!!!!!!!!!READ MORE,5
This is very nice.READ MORE,3
Good productGood bass but little vibration on high voliumGo and buy thisREAD MORE,5
NiceREAD MORE,5
Sound quality is good but the headset is too grippy. Not that comfortable too use for too long.READ MORE,3
NiceREAD MORE,5
Everything is perfect but if you're expecting comfort then this is not the right choice.Except comfort everything is worth at this price.1. SOUND quality is good.2. BATTERY backup fantastic.3. BUILD quality nice.4. COMFORT zerozerozerozero (not comfortable at all)NOTE- not good for listening calls.READ MORE,4
Blootooth Connection is not wellREAD MORE,3
very good product thanks to FlipkartREAD MORE,5
Very good productREAD MORE,5
GoodREAD MORE,3
At this range good Bluetooth headset .bass above averageREAD MORE,4
Very good product but little tighter causing small pain on earREAD MORE,4
GoodREAD MORE,5
Excellent productREAD MORE,5
"The sound quality and the bass is amazing. Just the problem with the design is that, if you wear it for more than an hour, you'll have a headache as it's so much uncomfortable. Overall a good product and bettery backup is also good.READ MORE",5
Its really totaly waste of moneyREAD MORE,2
Nice productREAD MORE,4
Sound Quality Is Good Recommending Must Buy......READ MORE,4
Sound quality is good good in bass good battery backupREAD MORE,5
best in this price rangeREAD MORE,5
Good 😎😎😎😎👌👌READ MORE,5
superb product highly recommendedREAD MORE,5
"Light weighted, foldable, can increase or decrease the size of headphone, quality of product is also good .. Overall nice product in affordable amount.READ MORE",3
nice sound  qualityREAD MORE,4
Its ok but not best as boat 900 Because i used this both and i can say the. DifferenceREAD MORE,4
This Headphones are fantastic.I loved it. Sound Quality is fantastic. Bass is strong and even battery backup is very nice Stylish Headphones thanks to Flipkart.READ MORE,5
Amazing sons this productREAD MORE,5
Good qualityREAD MORE,4
After using 1 month I am writing this review it was not good don't buy itREAD MORE,3
Awesome product and same as shown in picture..love it👌👌READ MORE,5
Sound is awesome and look also...READ MORE,4
Awesome product and same as shown in picture..love it👌👌READ MORE,5
Sound is awesome and look also...READ MORE,4
GoodREAD MORE,5
I am biggest  fan of Boat rockerz 400.Best quality product.READ MORE,5
Boat is very nice headphones company I like it keep it up ☺️👍👍READ MORE,5
Very good productREAD MORE,4
Average good manageableREAD MORE,3
Love boAtREAD MORE,4
Sound is Good but I think sound clearity couled be betterREAD MORE,4
Size: bit smallOther features:👌👌😃READ MORE,3
Amazig for ever and everREAD MORE,5
Awesome bass is super sound is good bole to ek dam mast 😊READ MORE,5
"Super good sound, bass, built quality, look wise rich.READ MORE",5
Except for the fact that the mic is a bit less of quality everything else is very good.READ MORE,5
I like it 👍👍READ MORE,4
Very good productREAD MORE,5
Pretty good I'll have to say. The sound quality is excellent. Bought the boat brand for its long life of its products.READ MORE,4
Under 1500 this is a Good product.READ MORE,4
Nice headset ... Used in WFH days ..READ MORE,4
Superrr👌👌👌👌...!!!!Go for it 👍👍👍!READ MORE,5
Nice headset ... Used in WFH days ..READ MORE,4
Superrr👌👌👌👌...!!!!Go for it 👍👍👍!READ MORE,5
Little uncomfortable but totally a value of money product good sound and design. 😍READ MORE,5
Good product but connectivity could be betterREAD MORE,5
GoodREAD MORE,5
Very good productREAD MORE,5
Sound quality is too goodREAD MORE,4
Can't use for long timeIt exerts much pressure on earsREAD MORE,4
Obviously a nice product . I recommend you to have oneREAD MORE,4
Mast sound  best product and stylish headphoneREAD MORE,4
I love it 😍READ MORE,5
Too tightPain on earREAD MORE,4
Just simply awesome no pain in the ear .long lasting battery (upto 10hrs).Best bass quality under this segmentREAD MORE,5
Very niceREAD MORE,5
Battery backup 6:30 hour but bass Very goodREAD MORE,4
Very awesome product a very fast service by flip kart #BBD time ........READ MORE,5
Amazing product ...loved it very much ..😊Battery backup is awesome ..n its design is also very ncy ..sound quality is superb 🤩READ MORE,5
Very very good productREAD MORE,5
There is a huge problem in bluetooth connectivity during listen musicREAD MORE,2
Great product..... Powerful Bass.... Class design.....nice I liked it very muchREAD MORE,5
simply superbREAD MORE,5
Awesome 😊😌😌😎❣️ manREAD MORE,5
Awesome 😍🥰🥰READ MORE,4
It's osm headset.. I bought only 1099READ MORE,5
niceREAD MORE,4
Super 🎶READ MORE,5
I bought only 1099 rupeeREAD MORE,5
Very GoodREAD MORE,5
Quality products...value for moneyREAD MORE,5
Awesome sound....very pretty to see this nd the sound quality was too goodI wish to take this product loved this productREAD MORE,4
This is very nice headphonesREAD MORE,5
Super bass...READ MORE,5
Nice lookREAD MORE,4
Awesome purchaseREAD MORE,4
Good Sound Quality ❤️READ MORE,5
Worst sound ever i heardREAD MORE,2
Don't buy this product because it will tear after some daysREAD MORE,1
Good quality product.READ MORE,5
Good productREAD MORE,5
I am happyREAD MORE,5
Superb sound 👌READ MORE,5
Nice I love this headphone .... My gf is very happy this productsREAD MORE,5
Good buy. Clear and loud voice. Bluetooth range is ok.READ MORE,5
"Connectivity gives a bit problem but not much, when battery ran out u can use aux but pause/play button will not work on aux and everything is fine...using 4 past 1yearREAD MORE",3
Breaks easilyREAD MORE,2
Good experience..READ MORE,5
Very useful And comfortableREAD MORE,5
Size is not fit in 👂 it's a small one pathetic not worth itREAD MORE,1
Good but can be better in compact design .READ MORE,4
Satisfied with this item very good packing and the sound quality is litREAD MORE,5
Awasome👍👍READ MORE,4
Don't purchase it after use of 2 hour your ear getting pain .Their no no Bass in this HeadphoneREAD MORE,1
Very nice productREAD MORE,5
Sound quality with aux is good...but without aux it lacks bass and quality too...so other than that best...READ MORE,4
Goood til nowREAD MORE,5
Very Nice price and productREAD MORE,5
Awesome product and nice quality.Thank you Flipkart😊READ MORE,4
Best headphone in this price range the one and only problem with this headphone is after 40to45min your ears feel pain if you put it on.And i am okay with it.READ MORE,5
GoodREAD MORE,4
Best of I have used so far..READ MORE,5
Good product...READ MORE,4
Useless productREAD MORE,1
Just okREAD MORE,4
worst product because torn in 14days of useREAD MORE,1
Good productREAD MORE,5
This headphone has all the expected qualities including the best finishing touches. It is very light and comfy. Battery backup is super.READ MORE,5
Except the mic everything is very good. If you use it mostly for calls and playing games you have to speak louder for the other person to hear you.READ MORE,4
Terrific soundREAD MORE,5
Totally NiceREAD MORE,4
Best headaetREAD MORE,5
Very good headset battery is good and sound quality is best best design.... Must buyREAD MORE,4
Nice product 👍👍👍👍👍 love itREAD MORE,5
Best  product:-READ MORE,5
in time receiveREAD MORE,5
excellent productREAD MORE,5
Awesome 🔥🔥🔥READ MORE,5
you cannot wear it for more than 15 mins. ears starts paining. please go for another model.READ MORE,2
